nct_id,study_title,study_status,conditions,interventions,sponsor,phases,Locations,start_date,completion_date
NCT03288506,Developing E-health Services (DES): The Feasibility and Acceptability of Video-conferencing for Adults With Depression,COMPLETED,Depression,BEHAVIORAL: Google Hangout (VC) group,"Queen's University, Belfast",,"AWARE NI, Belfast, Antrim, BT15 2GG, United Kingdom",2016-10-13,2018-06-30
NCT04205890,Intravenous Ketamine Effects on Functional Neuroanatomy,WITHDRAWN,Depression,DRUG: Ketamine,Neurological Associates of West Los Angeles,PHASE1,"Neurological Associates of West Los Angeles, Santa Monica, California, 90403, United States",2020-05-02,2020-05-28
NCT03144752,Optimizing Clinical Screening and Management of Maternal Mental Health: Predicting Women at Risk for Perinatal Depression,COMPLETED,Depression,,"Janssen Research & Development, LLC",,"University of North Carolina, Chapel Hill, North Carolina, 27599, United States",2017-04-14,2019-05-05
NCT00248768,Accelerated Transcranial Magnetic Stimulation (TMS) for Depression,COMPLETED,Depression,DEVICE: Transcranial magnetic Stimulator,US Department of Veterans Affairs,PHASE1,"Atlanta VA Medical and Rehab Center, Decatur, Decatur, Georgia, 30033, United States",2005-02,2009-06
NCT05848973,NutriMind: A Combination of Healthy Diet and Psychotherapy to Treat Depression,RECRUITING,Depression,OTHER: Healthy Diet|BEHAVIORAL: Mindfulness-based cognitive therapy (MBCT),University of Bergen,,"Makerere University, Kampala, Central Uganda, +26, Uganda",2024-01-01,2025-12-30
NCT00643162,Combination Lexapro and Massage for Treatment of Depression in Older Adults,TERMINATED,Depression,DRUG: Lexapro|BEHAVIORAL: Light touch|BEHAVIORAL: Massage,Cedars-Sinai Medical Center,,"Cedars-Sinai Medical Center Department of Psychiatry and Behavioral Neurosciences, Los Angeles, California, 90048, United States",2006-06,2010-02
NCT01330420,Behavioral Medicine Intervention With Depressed Patients in a Community Health Center Setting,COMPLETED,Depression,BEHAVIORAL: Relaxation Response Resiliency Program for Depression,Massachusetts General Hospital,,"MGH Community Health Care Center, Charlestown, Massachusetts, United States|MGH Community Health Care Centers, Revere, Massachusetts, United States",2007-09,2010-08
NCT01310634,Epidemiology and Prevention of Anxiety and Depression in Parents of Hospitalized Neonates,COMPLETED,Depression,BEHAVIORAL: Comprehensive intervention,Nanjing Medical University,,"Nanjing Maternal and Child Care Hospital, Nanjing, Jiangsu, 210004, China",2011-01,2011-12
NCT01370304,Repetitive Transcranial Magnetic Stimulation Compared or Associated With Venlafaxine for Depressive Disorder,UNKNOWN,Depression,OTHER: active rTMS and active Venlafaxine|OTHER: active rTMS and sham Venlafaxine|OTHER: sham rTMS and active Venlafaxine,Xijing Hospital,PHASE3,"Yun chun Chen, Xi'an, Shaanxi, 710032, China",2011-06,2013-12
NCT00233103,Treatment of Post-Traumatic Brain Injury (TBI) Depression,COMPLETED,Depression,DRUG: Sertraline|DRUG: Placebo,Icahn School of Medicine at Mount Sinai,PHASE2,"Icahn School of Medicine at Mount Sinai, New York, New York, 10029, United States",2003-06,2008-09
NCT05548244,Mechanisms of Behavioral Activation (BA),RECRUITING,Depression,BEHAVIORAL: Behavioral Activation Therapy|BEHAVIORAL: Baseline assessment procedures,Emory University,,"Emory University, Atlanta, Georgia, 30322, United States|Facility for Education and Research in Neuroscience (FERN), Atlanta, Georgia, 30322, United States|Child and Adolescent Mood Program (CAMP), Atlanta, Georgia, 30329, United States",2023-01-30,2027-05
NCT01359839,Effectiveness of a Relaxation-Response Based Cognitive Behavioral Therapy Group for Depressed Chinese Patients,COMPLETED,Depression,BEHAVIORAL: Relaxation Response and Cognitive Behavioral Therapy,Massachusetts General Hospital,,"South Cove Community Health Center, Boston, Massachusetts, United States",2010-08,2011-12
NCT00555698,"Feasibility, Safety and Efficacy of Deep Brain Stimulation for Depression",COMPLETED,Depression,DEVICE: Deep Brain Stimulations for Depression,"Ali Rezai, MD",EARLY_PHASE1,"Cleveland Clinic Foundation, Cleveland, Ohio, 44195, United States",2004-01,2011-02
NCT01770990,Trial of Telephone-based Psychotherapy for Depression With and Without Adjunctive Supportive Mail,COMPLETED,Depression,BEHAVIORAL: Tel-PT including mail|BEHAVIORAL: Tel-PT without mail,Universitätsklinikum Hamburg-Eppendorf,,"Centre for Psychosocial Medicine, Department of Medical Psychology, University Medical Centre Hamburg-Eppendorf, Hamburg, Free and Hanseatic City of Hamburg, 20246, Germany",2012-09,2015-04
NCT01558154,Comparison of Treatment Effect of Chinese Medicine and Western Medicine on Depression in China and America,UNKNOWN,Depression,DRUG: Chinese herbs|PROCEDURE: acupuncture|OTHER: Psychotherapy|DEVICE: Transcranial magnetic stimulation,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,,"Guang'anmen Hospital, Beijing, Beijing Municipality, 100053, China",2012-03,2014-07
NCT01324050,Internet-delivered Psychodynamic Therapy for Depression,COMPLETED,Depression,BEHAVIORAL: Internet-delivered psychodynamic therapy for depression|BEHAVIORAL: Internet-delivered therapist support,Linkoeping University,,"Linköping University, Department of Behavioral Sciences and Learning, Linköping, Sweden|Linköping University, Linköping, Sweden",2011-02,2011-05
NCT01460758,Effectiveness of rTMS With Double-Cone-Coil in Patients With Major Depression,COMPLETED,Depression,DEVICE: Medial Frontal rTMS Double-Cone-Coil|DEVICE: Left DLPFC Butterfly Coil|DEVICE: Placebo Stimulation,University of Regensburg,,"University of Regensburg- Dept of Psychiatry, Regensburg, Germany",2011-04,2013-11
NCT01672372,The Effect of Methylated Vitamin B Complex on Depression,COMPLETED,Depression,DIETARY_SUPPLEMENT: Max Stress B|DIETARY_SUPPLEMENT: Placebo Max Stress B,University of Miami,,"University of Miami CRB, Miami, Florida, 33136, United States",2011-01,2011-10
NCT02562846,PRediction Of Treatment Response to ECT in Depression and Cognitive Side effecTs,COMPLETED,Depression,OTHER: Psychological testing and biological sample collection,Universiteit Antwerpen,,"PZ Duffel, Duffel, Antwerp, 2570, Belgium",2015-06,2018-02-28
NCT00292903,Evaluating the Effectiveness of Brief Interpersonal Psychotherapy for Pregnant Women With Depression,COMPLETED,Depression,BEHAVIORAL: Brief interpersonal psychotherapy|BEHAVIORAL: Facilitated referral for treatment as usual,University of Pittsburgh,,"Magee Womens Hospital, Pittsburgh, Pennsylvania, 15213, United States",2004-03,2007-12
NCT07112118,Multimodal Identification of Depressive Symptoms in the Elderly,NOT_YET_RECRUITING,Depression,OTHER: data collection,Wuhan Mental Health Centre,,"Wuhan Mental Health Center, Wuhan, Hubei, 430012, China",2025-09-01,2027-12-30
NCT03954392,CBT Enhanced With Social Cognitive Training,COMPLETED,Depression,BEHAVIORAL: Cognitive behavior therapy with social cognitive training (CBT+SCT)|BEHAVIORAL: CBT-only,Vanderbilt University,,"Judy Garber, Nashville, Tennessee, 37203, United States|Vanderbilt University, Nashville, Tennessee, 37203, United States",2019-02-11,2021-09-30
NCT00927550,Lithium and Standard Therapy in Resistant Depression,UNKNOWN,Depression,DRUG: lithium|DRUG: usual care,Universita di Verona,PHASE4,"University of Verona, Verona, 37134, Italy",2009-06,2012-12
NCT02529423,"Multi-country Project on the Role of Diet, Food-related Behavior, and Obesity in the Prevention of Depression",COMPLETED,Depression,DIETARY_SUPPLEMENT: Multi-nutrient supplement|BEHAVIORAL: Behavioral Activation|OTHER: Placebo,University of the Balearic Islands,,"Universität Leipzig, Leipzig, Saxony, 04109, Germany|VU Amsterdan University, Amsterdam, North Holland, 1081, Netherlands|University of Balearic Islands, Palma de Mallorca, Balearic Islands, 07122, Spain|University of Exeter, Exeter, Devon, EX4 4SB, United Kingdom",2015-07,2017-10
NCT03386448,The Safety and Efficacy of Naltrexone and Scopolamine Utilized in the Treatment of Major Depression,COMPLETED,Depression,DRUG: Scopolamine and naltrexone|DRUG: placebo arm,The Taub Group,PHASE4,"The Taub Group, Charlotte, North Carolina, 28211, United States",2018-01-01,2018-11-20
NCT00186056,Mifepristone in Refractory Depression,COMPLETED,Depression,DRUG: Mifepristone|DRUG: Placebo Oral Tablet,Stanford University,,"Stanford University School of Medicine, Stanford, California, 94305, United States",2003-01,2007-05
NCT05276583,Does Depression Impact Our Memory for Rewarding Experiences,UNKNOWN,Depression,BEHAVIORAL: Motivated Learning Task,"Central Institute of Mental Health, Mannheim",,"Central Institute of Mental Health, Mannheim, Baden-Wurttemberg, 68159, Germany",2022-05,2022-05
NCT00183677,Brain Energy Metabolism in Individuals With Major Depressive Disorder Receiving Escitalopram,COMPLETED,Depression,DRUG: Escitalopram,Massachusetts General Hospital,PHASE4,"Massachusetts General Hospital, Boston, Massachusetts, 02114, United States",2003-07,2009-06
NCT02702154,High-frequency vs. Low-frequency vs. Sham DMPFC-rTMS for Major Depression,UNKNOWN,Depression,DEVICE: High-frequency rTMS|DEVICE: Low-frequency rTMS|DEVICE: Sham rTMS,"University Health Network, Toronto",,"Toronto Western Hospital, Toronto, Ontario, M5T2S8, Canada",2016-02,2018-08
NCT01663649,Effectiveness of Web-based Treatment for Depression in Patients With Neurologic Disorders,COMPLETED,Depression,BEHAVIORAL: Deprexis|BEHAVIORAL: Wait-list,Universitätsklinikum Hamburg-Eppendorf,,"Epilepsy Centre Alsterdorf, Hamburg, Free and Hanseatic City of Hamburg, 22337, Germany|University Medical Center Hamburg-Eppendorf - Neurology, Hamburg, 20246, Germany",2012-06,2014-02
NCT05196152,MomMoodBooster VA Program,COMPLETED,Perinatal Depression|Postpartum Depression,BEHAVIORAL: MomMoodBooster|BEHAVIORAL: Phone Coaching,University of Iowa,,"University of Iowa, Iowa City, Iowa, 52242, United States",2022-03-03,2024-01-14
NCT00777205,Improving Depression Management Through Peer Support,COMPLETED,Depression,BEHAVIORAL: Telephone-based peer support|BEHAVIORAL: Enhanced Usual Care,US Department of Veterans Affairs,,"VA Ann Arbor Healthcare System, Ann Arbor, MI, Ann Arbor, Michigan, 48105, United States|VA Medical Center, Battle Creek, Battle Creek, Michigan, 49015, United States|John D. Dingell VA Medical Center, Detroit, MI, Detroit, Michigan, 48201, United States|Aleda E. Lutz VA Medical Center, Saginaw, Michigan, 48602, United States",2010-02,2013-09
NCT02911597,Double-Blind Trial of Ketamine Therapy Plus or Minus Naltrexone in Treatment Resistant Depression (TRD),COMPLETED,Depression,DRUG: Naltrexone,Stanford University,PHASE1,"Stanford University, Stanford, California, 94305, United States",2016-09,2018-02
NCT00487500,Comparing the Effects of Four Types of Electroconvulsive Therapy on Mood and Thinking in People With Depression,COMPLETED,Depression,DEVICE: Electroconvulsive Therapy (ECT),New York State Psychiatric Institute,PHASE4,"New York State Psychiatric Institute, New York, New York, 10032, United States",1998-12,2005-05
NCT01240083,Effectiveness of Theta-burst Stimulation (TBS) in Patients With Major Depression,COMPLETED,Depression,DEVICE: Thetaburst Stimulation|DEVICE: High frequency rTMS|DEVICE: Placebo Stimulation,University of Regensburg,,"University of Regensburg- Dept of Psychiatry, Regensburg, Bavaria, 93053, Germany",2010-04,2011-10
NCT05741684,iCBT and ABM for Reducing Depressive Symptoms in Firefighters,COMPLETED,Depression,BEHAVIORAL: Internet-delivered Cognitive Behavioral Therapy|BEHAVIORAL: Attention Bias Modification,"Adai Technology (Beijing) Co., Ltd.",,"Kunming Training Corps of the National Fire and Rescue Administration, Kunming, Yunnan, China",2022-04-01,2022-12-01
NCT06026904,The Effects of taVNS on Motivation in MDD With Anhedonia,ENROLLING_BY_INVITATION,Depression,DEVICE: transcutaneous auricular vagus nerve stimulation,Anhui Medical University,,"Anhui Medical University, Hefei, Anhui, 230032, China",2023-03-30,2025-09-30
NCT00225524,Study Evaluating Long-Term Safety of Effexor XR in Patients With Major Depression.,COMPLETED,Depression,DRUG: Effexor XR,Wyeth is now a wholly owned subsidiary of Pfizer,PHASE3,"Nagoya, Aichi-ken, 462-0831, Japan|Nagoya, Aichi-ken, 467-8602, Japan|Ichikawa, Chiba, 272-0034, Japan|Ichikawa, Chiba, 272-0827, Japan|Fukuoka, Fukuoka, 810-0001, Japan|Fukuoka, Fukuoka, 810-0801, Japan|Fukuoka, Fukuoka, 812-8582, Japan|Fukuoka, Fukuoka, 813-0044, Japan|Kasuga, Fukuoka, 816-0801, Japan|Kitakyushu, Fukuoka, 802-0006, Japan|Kitakyushu, Fukuoka, 802-8555, Japan|Kitakyushu, Fukuoka, 804-0062, Japan|Kurume, Fukuoka, 830-0011, Japan|Ohnojyo, Fukuoka, 816-0943, Japan|Hiroshima, Hiroshima, 730-8518, Japan|Hiroshima, Hiroshima, 731-0121, Japan|Hiroshima, Hiroshima, 734-8551, Japan|Kure, Hiroshima, 737-0023, Japan|Otaru, Hokkaido, 047-0032, Japan|Sapporo, Hokkaido, 006-8555, Japan|Sapporo, Hokkaido, 060-0042, Japan|Sapporo, Hokkaido, 060-8648, Japan|Sapporo, Hokkaido, 063-0061, Japan|Sapporo, Hokkaido, 064-0946, Japan|Sapporo, Hokkaido, 065-0012, Japan|Nishinomiya, Hyōgo, 662-0832, Japan|Tsuchiura, Ibaragi, 300-8585, Japan|Tsukuba, Ibaragi, 305-8576, Japan|Kanazawa, Ishikawa-ken, 920-8641, Japan|Hanamaki, Iwate, 025-0033, Japan|Kawasaki, Kanagawa, 215-0021, Japan|Kawasaki, Kanagawa, 216-8511, Japan|Sagamihara, Kanagawa, 228-0803, Japan|Sagamihara, Kanagawa, 229-1103, Japan|Yokohama, Kanagawa, 220-0004, Japan|Yokohama, Kanagawa, 224-8503, Japan|Yokohama, Kanagawa, 225-0012, Japan|Yokohama, Kanagawa, 236-0004, Japan|Yokohama, Kanagawa, 241-0081, Japan|Yokohama, Kanagawa, 245-8575, Japan|Yokosuka, Kanagawa, 238-8558, Japan|Kikuchi, Kumamoto, 861-1116, Japan|Nagasaki, Nagasaki, 852-8501, Japan|Ohmura, Nagasaki, 856-8562, Japan|Kashihara, Nara, 634-8522, Japan|Jyo-etsu, Niigata, 949-3193, Japan|Beppu, Ohita, 874-0011, Japan|Moriguchi, Osaka, 570-8506, Japan|Osaka, Osaka, 530-0012, Japan|Osaka, Osaka, 545-8586, Japan|Sayama, Osaka, 589-0011, Japan|Sayama, Osaka, 589-8511, Japan|Saitama, Saitama, 330-0074, Japan|Hamamatsu, Shizuoka, 431-3192, Japan|Adachi-ku, Tokyo, 120-0033, Japan|Bunkyo-ku, Tokyo, 113-0021, Japan|Bunkyo-ku, Tokyo, 113-8603, Japan|Chiyoda-ku, Tokyo, 101-8643, Japan|Chiyoda-ku, Tokyo, 102-8161, Japan|Itabashi-ku, Tokyo, 173-0015, Japan|Kodaira, Tokyo, 187-8551, Japan|Meguro-ku, Tokyo, 152-0012, Japan|Meguro-ku, Tokyo, 152-8902, Japan|Meguro-ku, Tokyo, 153-8515, Japan|Minato-ku, Tokyo, 107-0052, Japan|Minato-ku, Tokyo, 107-0062, Japan|Nakano-ku, Tokyo, 164-0003, Japan|Ohta-ku, Tokyo, 143-8541, Japan|Setagaya-ku, Tokyo, 154-0004, Japan|Shinjuku, Tokyo, 160-0023, Japan|Tachikawa, Tokyo, 190-0012, Japan|Toshima-ku, Tokyo, 170-0002, Japan|Toshima-ku, Tokyo, 170-0005, Japan",2004-09,
NCT00587639,An Evaluation of Safety and Feasibility Using Repetitive Transcranial Magnetic Stimulation (rTMS) in Adolescents With Depression,COMPLETED,Depression,DEVICE: rTMS Treatment,Mayo Clinic,,"Rush University, Chicago, Illinois, 60612, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|University of Texas Southwestern, Dallas, Texas, 75390, United States",2007-05,2009-10
NCT00183560,Preventing Depression Relapse With Mindfulness-Based Cognitive Therapy,COMPLETED,Depression,BEHAVIORAL: Mindfulness based cognitive therapy (MBCT)|DRUG: Antidepressants|DRUG: Placebo plus clinical management,Centre for Addiction and Mental Health,PHASE4,"St. Joseph's Healthcare, Hamilton, Ontario, L8N 3K7, Canada|Centre for Addiction and Mental Health, Toronto, Ontario, M5T 1R8, Canada",2004-07,2010-10
NCT00536406,Evaluating a Behavioral Activities Treatment Program for Depressed Nursing Home Residents,COMPLETED,Depression,BEHAVIORAL: BE-ACTIV|BEHAVIORAL: Treatment as usual (TAU),University of Louisville,,"University of Louisville, Louisville, Kentucky, 40292, United States",2007-08,2013-11
NCT01469689,Raising Awareness of Online Therapies for Depression: Pilot Study,COMPLETED,Depression,OTHER: Google Adwords|OTHER: Local organisation websites,University of Plymouth,PHASE1,"Online, Plymouth, United Kingdom",2011-03,2011-12
NCT01305707,Continuation Electroconvulsive Therapy (C-ECT) for Relapse Prevention in Major Depression,TERMINATED,Depression,DEVICE: C-ECT|DRUG: PHARMACOTHERAPY,Hospital Universitari de Bellvitge,PHASE4,"Hospital Universitari de Bellvitge, IDIBELL, Barcelona, Barcelona, 08907, Spain|Hospital Universitari de Bellvitge, L'Hospitalet de Llobregat, Barcelona, 08907, Spain|Corporació Sanitària Parc Tauli, Sabadell, Barcelona, 08208, Spain",2009-07,2014-07
NCT03237286,Intravenous Ketamine Plus Neurocognitive Training for Depression,COMPLETED,Depression,DRUG: Intravenous ketamine|BEHAVIORAL: Computer-based Cognitive Training,Rebecca Price,PHASE1|PHASE2,"Western Psychiatric Institute and Clinic, Pittsburgh, Pennsylvania, 15213, United States",2017-12-01,2022-10-18
NCT04567147,Effect of Probiotic on Depression,COMPLETED,Depression,DIETARY_SUPPLEMENT: Probiotic|DIETARY_SUPPLEMENT: Placebo,China Agricultural University,PHASE1,"Beijing Chinese Medicine Hospital Pinggu Hospital, Beijing, China",2018-11-20,2020-09-12
NCT01868867,New Technologies for Cognitive Behavior Therapy (CBT) Treatment of Adolescent Depression,COMPLETED,Depression,BEHAVIORAL: Intervention,Center for Psychological Consultation,,"Center for Telepsychology / Psychological Consultation, Madison, Wisconsin, 53717, United States",2013-05,2015-07
NCT03990389,Tracking Depression Symptoms With a Health Chatbot,COMPLETED,"Depression, Postpartum|Depression, Unipolar",DEVICE: Chatbot Intervention,University of Chicago,,"University of Chicago, Chicago, Illinois, 60637, United States|NorthShore University HealthSystem, Skokie, Illinois, 60076, United States",2019-02-20,2020-02-29
NCT04051320,Characterizing the Neural Substrates of Irritability in Women: an Experimental Neuroendocrine Model,COMPLETED,"Perinatal Depression|Post Partum Depression|Depression, Postpartum|Depression",DRUG: Leuprolide Acetate 3.75 MG/ML|DRUG: Estradiol 2 Mg tablet|DRUG: Micronized progesterone,"University of North Carolina, Chapel Hill",PHASE2,"University of North Carolina at Chapel Hill School of Medicine, Chapel Hill, North Carolina, 27514, United States",2020-01-02,2022-07-19
NCT04309877,Theophylline for Depression Study,WITHDRAWN,Depression,DRUG: Theophylline ER|OTHER: PO placebo|BIOLOGICAL: Lipopolysaccharide (LPS)|OTHER: IV placebo,"University of California, Los Angeles",EARLY_PHASE1,"UCLA Cousins Center for Psychoneuroimmunology, Los Angeles, California, 90095, United States",2023-03,2025-06
NCT02754375,SMTr-METAB : FDG-PET Assessment of Cerebral Metabolism in Resistant Depression Treated With rTMS,COMPLETED,Depression,PROCEDURE: rTMS,Centre Hospitalier Universitaire de Nice,,"CHU de Nice, Nice, 06000, France|Hôpital Princesse Grace, Monaco, 98000, Monaco",2016-05-04,2020-03-20
NCT00601393,Effectiveness of Internet-Based Cognitive Behavioral Therapy for Treating Mothers With Depression,COMPLETED,Depression,BEHAVIORAL: Cognitive behavioral therapy (CBT)|OTHER: Treatment as usual (TAU),Oregon Research Institute,,"Oregon Research Institute, Eugene, Oregon, 97403, United States",2006-09,2010-06
NCT00061698,Treatment for Depressed Preadolescent Girls,COMPLETED,Depression,BEHAVIORAL: Cognitive Behavior Therapy Child Only|BEHAVIORAL: CBT plus Parent Training,University of Texas at Austin,PHASE1,,2002-04,2008-12
NCT01117532,Brief Group Intervention Using EFT (Emotional Freedom Techniques) for Depression in College Students,COMPLETED,Depression,BEHAVIORAL: EFT (Emotional Freedom Techniques),Soul Medicine Institute,EARLY_PHASE1,"College of Science, University of Santo Tomas, Manila, 1015, Philippines",2010-04,2010-05
NCT00532103,Assessing Treatment Emergent Suicidal Ideation in Patients With Major Depression,COMPLETED,Depression,,National Institute of Mental Health (NIMH),,"Tuscalossa VA Mental Health Clinic, Tuscaloosa, Alabama, 35404, United States|Harbor UCLA Family Health Care Center, Harbor City, California, 90710, United States|UCLA Internal Medicine Clinic, Los Angeles, California, 90024, United States|Veterans Affairs Medical Center/FIRM Primary Care Clinic, San Diego, California, 92161, United States|Northwestern Psychiatric Outpatient Treatment Care Center, Chicago, Illinois, 60611, United States|Clinical Research Institute, Wichita, Kansas, 67214, United States|MGH/Northshore Medical Center (Salem Psychiatric Facility), Salem, Massachusetts, 01970, United States|General Psychiatric Ambulatory Clinic, Ann Arbor, Michigan, 48105, United States|Irving Goldman Primary Care at North Shore Hospital, New York, New York, 11040, United States|UNC Chapel Hill Adult Diagnostic & Treatment Clinic, Chapel Hill, North Carolina, 27599-7160, United States|Laureate Psychiatric Clinic and Hospital, Tulsa, Oklahoma, 74135, United States|Bellefield Clinic of WPIC, Pittsburgh, Pennsylvania, 15213, United States|Vine Hill Community Clinic, Nashville, Tennessee, 37212, United States|UT Southwestern Family Medicine Clinic, Dallas, Texas, 75390, United States|VCU Outpatient Psychiatry Clinic, Richmond, Virginia, 23298, United States",2007-07,2008-02
NCT00254020,The Role of Cytokine-Serotonin Interactions in Post-Stroke Depression,COMPLETED,Depression,DRUG: Citalopram,Sunnybrook Health Sciences Centre,PHASE4,"York Central Hospital, Richmond Hill, Ontario, L4C 4Z3, Canada|St. John's Rehabilitation Hospital, Toronto, Ontario, M2M 2G1, Canada|Toronto Rehabilitation Institute, Toronto, Ontario, M4G 1R7, Canada|Sunnybrook Health Sciences Centre, Toronto, Ontario, M4N 3M5, Canada|Baycrest, Toronto, Ontario, M6A 2E1, Canada",2005-06,2013-12
NCT06793397,A Study of a Deuterated Psilocin Analog (CYB003) in Humans With Major Depressive Disorder,RECRUITING,Major Depressive Disorder (MDD)|Depression in Adults|Depression - Major Depressive Disorder|Depression Disorders|Depression Disorder|Depression,DRUG: CYB003|BEHAVIORAL: Psychological Support,Cybin IRL Limited,PHASE3,"UAB Psychiatry and Behavioral Neurology, Birmingham, Alabama, 35209, United States|Lighthouse Psychiatry, Gilbert, Arizona, 85234, United States|Pillar Clinical Research - Little Rock, Little Rock, Arkansas, 72204, United States|Behavioral Research Specialists, LLC, Glendale, California, 91206, United States|Sun Valley Research Center, Imperial, California, 92251, United States|CalNeuro Research Group, Los Angeles, California, 90025, United States|ATP Clinical Research, Orange, California, 92866, United States|NRC Research Institute, Orange, California, 92868, United States|Inland Psychiatric Medical Group Inc (IPMG Research), San Juan Capistrano, California, 92675, United States|Psychedelic Science Institute, Santa Monica, California, 90404, United States|Stanford University, Stanford, California, 94305, United States|Yale School of Medicine - Yale Program for Psychedelic Science, New Haven, Connecticut, 06511, United States|CNS Healthcare, Jacksonville, Florida, 32256, United States|Accel Research Sites - Maitland, Maitland, Florida, 32751, United States|Aqualane Clinical Research, Naples, Florida, 34105, United States|Emory University Dept of Psychiatry and Behavioral Studies, Atlanta, Georgia, 30329, United States|Psych Atlanta, Marietta, Georgia, 30060, United States|Rush University, Chicago, Illinois, 60612, United States|Tandem Clinical Research, Marrero, Louisiana, 70006, United States|Johns Hopkins Medicine, Baltimore, Maryland, 21224, United States|Institute for Integrative Therapies, Eden Prairie, Minnesota, 55347, United States|Bio Behavioral Health, Toms River, New Jersey, 08755, United States|New York State Psychiatric Institute, New York, New York, 10032, United States|SP Research PLLC, Oklahoma City, Oklahoma, 73112, United States|Adams Clinical Philadelphia, Philadelphia, Pennsylvania, 19104, United States|Flourish Research Philadelphia, Philadelphia, Pennsylvania, 19462, United States|Austin Clinical Trial Partners, Austin, Texas, 78737, United States|North Texas Clinical Trials, Fort Worth, Texas, 76104, United States|Brain Health Consultants and TMS Center, Houston, Texas, 77046, United States|Flourish Research San Antonio, San Antonio, Texas, 78229, United States|Core Clinical Research, Everett, Washington, 98201, United States|Seattle Neuropsychiatric Treatment Center, Seattle, Washington, 98104, United States|Royal Prince Alfred Hospital, Camperdown, New South Wales, 2050, Australia|Thompson Brain & Mind Healthcare (TBMH), Maroochydore, Queensland, 4558, Australia|Ramsay Clinic, Melbourne, Victoria, 3004, Australia|Neurocentrix Research, Melbourne, Victoria, 3053, Australia|Monash University - Notting Hill, Notting Hill, Victoria, 3168, Australia|Institute of neuropsychiatric Care (INEP), Prague, Czechia|Psyon s.r.o., Prague, Czechia|A-SHINE s.r.o., Předměstí, Czechia|Universitätsklinikum des Saarlandes und Medizinische Fakultät der Universität des Saarlandes, Homburg, Saarland, 66421, Germany|Charité Universitaetsmedizin Berlin, Berlin, 10117, Germany|University Hospital Frankfurt, Frankfurt am Main, 60528, Germany|Central Institute of Mental Health, Mannheim, 68159, Germany|Eginitio Hospital, Athens, 11528, Greece|Attikon University Hospital, Athens, 12462, Greece|Papageorgiou General Hospital, Thessaloniki, 56404, Greece|Sheaf House - Tallaght Adult Mental Health Service, Dublin, D24 WK80, Ireland|La Nua Day Hospital Mental Health Centre, Galway, H91 VE03, Ireland|Uniwersytecki Szpital Kliniczny W Białymstoku, Bialystok, 15-272, Poland|Promente - Centrum Neurologii i Psychogeriatrii w Bydgoszczy, Bydgoszcz, 85-133, Poland|UCK, Gdansk, 80-214, Poland|Centrum Badan Klinicznych PI-House Sp. z o.o, Gdansk, 80-546, Poland|MTZ Clinical Research Powered by Pratia, Warsaw, 02-172, Poland|Department of Pharmacology and Physiology of CNS, Warsaw, 02-957, Poland|Cambridge University Hospital NHS, Cambridge, CB1 2EU, United Kingdom|Clerkenwell Health - Doncaster, Doncaster, DN4 8QN, United Kingdom|NHS Research Scotland, Edinburgh, EH16 4TJ, United Kingdom|Queen Elizabeth University Hospital, Glasgow, G51 4TF, United Kingdom|St Pancras Clinical Research, London, EC2Y 8EA, United Kingdom|King's College London, London, SE5 9RS, United Kingdom|Clerkenwell Health - Welbeck Street, London, W1G 8DR, United Kingdom|Re:Cognition Health, London, W1G9 RU, United Kingdom|Clerkenwell Health - Baker Street, London, W1U 6RP, United Kingdom|Wolfson Unit - Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust, Newcastle upon Tyne, NE4 6BE, United Kingdom|Ascend Clinical Research, Reading, RG7 8PA, United Kingdom|Sheffield Health and Social Care NHS Foundation Trust, Sheffield, S4 7QQ, United Kingdom",2025-12-10,2027-05-08
NCT01869868,Neurobiological Changes When Treating Depression With Electroconvulsive Therapy - a Longitudinal Observational Study,UNKNOWN,Depression,,Linkoeping University,,"Linkoeping University, Linkoeping University Hospital, Linköping, Östergötland County, S58185, Sweden",2013-12,
NCT02523105,Evaluation of Use of Brain Activity Monitoring for Evaluation of Depression Treatment,COMPLETED,Depression,DEVICE: EEG monitoring,Brainmarc Ltd.,,"Haemek medical center, Afula, 18341, Israel|Shalvata Hospital, Hod HaSharon, Israel",2015-09,2017-01-05
NCT00190216,Assessing Repetitive Transcranial Magnetic Stimulation as a Treatment for Refractory Depression (rTMS),TERMINATED,Depression,DEVICE: Magnetic stimulator,Assistance Publique - Hôpitaux de Paris,PHASE3,"Albert Chenevier Hospital, Department of psychiatry, Créteil, 94000, France",2001-12,2007-10
NCT00252538,Genetic and Biochemical Markers of Interferon-Induced Depression.,COMPLETED,Depression,,US Department of Veterans Affairs,,"VA Medical Center, Long Beach, Long Beach, California, 90822, United States|VA Medical Center, Minneapolis, Minneapolis, Minnesota, 55417, United States|VA Medical Center, Portland, Portland, Oregon, 97201, United States",2006-04,2009-09
NCT05151666,Exercise in Dialysis,WITHDRAWN,Depression,OTHER: Sunny Health & Fitness Magnetic Mini Exercise Pedal Cycle - SF-B020026 Gray,NYU Langone Health,,"NYU Dialysis Center of Bethpage, Bethpage, New York, 11714, United States|NYU Winthrop Dialysis Center - Outpatient, Mineola, New York, 11501, United States",2024-02-02,2024-05-20
